,listing_id,id,date,reviewer_id,reviewer_name,comments,positive,jieba,year
64843,591167,15372109,2014-07-07,16062869,Rafael,Nice place,negative,"['nice', ' ', 'place']",2014
23831,168477,260701774,2018-05-04,91842462,Laughing,"房东夫妇人非常好,房间很干净,也很安静,离着海滩也很近,期待入住",positive,"['房东', '夫妇', '人', '非常', '好', ',', '房间', '很', '干净', ',', '也', '很', '安静', ',', '离着', '海滩', '也', '很', '近', ',', '期待', '入住']",2018
810457,15701848,322296822,2018-09-12,14911332,Jenny (Ju Yeon),AMAZING! It was a great place to come back to after a long day! We looked forward to going back each day because of how beautiful and comfortable it was :) Super clean and everything was ready for us. We got everything we expected and so much more. Thanks for a great stay. I would recommend this place to anyone!,positive,"['amazing', '!', ' ', 'it', ' ', 'was', ' ', 'a', ' ', 'great', ' ', 'place', ' ', 'to', ' ', 'come', ' ', 'back', ' ', 'to', ' ', 'after', ' ', 'a', ' ', 'long', ' ', 'day', '!', ' ', 'we', ' ', 'looked', ' ', 'forward', ' ', 'to', ' ', 'going', ' ', 'back', ' ', 'each', ' ', 'day', ' ', 'because', ' ', 'of', ' ', 'how', ' ', 'beautiful', ' ', 'and', ' ', 'comfortable', ' ', 'it', ' ', 'was', ' ', ':', ')', ' ', 'super', ' ', 'clean', ' ', 'and', ' ', 'everything', ' ', 'was', ' ', 'ready', ' ', 'for', ' ', 'us', '.', ' ', 'we', ' ', 'got', ' ', 'everything', ' ', 'we', ' ', 'expected', ' ', 'and', ' ', 'so', ' ', 'much', ' ', 'more', '.', ' ', 'thanks', ' ', 'for', ' ', 'a', ' ', 'great', ' ', 'stay', '.', ' ', 'i', ' ', 'would', ' ', 'recommend', ' ', 'this', ' ', 'place', ' ', 'to', ' ', 'anyone', '!']",2018
1102558,22076819,235723039,2018-02-17,24619287,Oje R.,Jiyune's place was in a great location and the room was simple and clean. The bed was comfortable and clean.  The place was close to restaurants and shops and there was a lot of street parking. Her dogs were lovely and friendly.  I would recommend.,positive,"['jiyune', ""'"", 's', ' ', 'place', ' ', 'was', ' ', 'in', ' ', 'a', ' ', 'great', ' ', 'location', ' ', 'and', ' ', 'the', ' ', 'room', ' ', 'was', ' ', 'simple', ' ', 'and', ' ', 'clean', '.', ' ', 'the', ' ', 'bed', ' ', 'was', ' ', 'comfortable', ' ', 'and', ' ', 'clean', '.', ' ', ' ', 'the', ' ', 'place', ' ', 'was', ' ', 'close', ' ', 'to', ' ', 'restaurants', ' ', 'and', ' ', 'shops', ' ', 'and', ' ', 'there', ' ', 'was', ' ', 'a', ' ', 'lot', ' ', 'of', ' ', 'street', ' ', 'parking', '.', ' ', 'her', ' ', 'dogs', ' ', 'were', ' ', 'lovely', ' ', 'and', ' ', 'friendly', '.', ' ', ' ', 'i', ' ', 'would', ' ', 'recommend', '.']",2018
248080,3230382,155811008,2017-05-28,129671305,Jay,We had a great time staying in Betty's house. She is a wonderful hosts. The place is clan including public sharing area and private bathroom. The location is very good for public transportation to metro station and it is very near downtown. It takes less than 10 minutes walk to downtown and bus station. We will book Betty's room if we come again next time.,positive,"['we', ' ', 'had', ' ', 'a', ' ', 'great', ' ', 'time', ' ', 'staying', ' ', 'in', ' ', 'betty', ""'"", 's', ' ', 'house', '.', ' ', 'she', ' ', 'is', ' ', 'a', ' ', 'wonderful', ' ', 'hosts', '.', ' ', 'the', ' ', 'place', ' ', 'is', ' ', 'clan', ' ', 'including', ' ', 'public', ' ', 'sharing', ' ', 'area', ' ', 'and', ' ', 'private', ' ', 'bathroom', '.', ' ', 'the', ' ', 'location', ' ', 'is', ' ', 'very', ' ', 'good', ' ', 'for', ' ', 'public', ' ', 'transportation', ' ', 'to', ' ', 'metro', ' ', 'station', ' ', 'and', ' ', 'it', ' ', 'is', ' ', 'very', ' ', 'near', ' ', 'downtown', '.', ' ', 'it', ' ', 'takes', ' ', 'less', ' ', 'than', ' ', '10', ' ', 'minutes', ' ', 'walk', ' ', 'to', ' ', 'downtown', ' ', 'and', ' ', 'bus', ' ', 'station', '.', ' ', 'we', ' ', 'will', ' ', 'book', ' ', 'betty', ""'"", 's', ' ', 'room', ' ', 'if', ' ', 'we', ' ', 'come', ' ', 'again', ' ', 'next', ' ', 'time', '.']",2017
1052060,20995375,197204725,2017-09-24,94982901,Pelle,Very easy going and nice hostess. Location is great and you can use the pool area which is large and relaxing. Bedroom is close to a busy street so you will hear a little bit of traffic but else everything is really nice with this place.,positive,"['very', ' ', 'easy', ' ', 'going', ' ', 'and', ' ', 'nice', ' ', 'hostess', '.', ' ', 'location', ' ', 'is', ' ', 'great', ' ', 'and', ' ', 'you', ' ', 'can', ' ', 'use', ' ', 'the', ' ', 'pool', ' ', 'area', ' ', 'which', ' ', 'is', ' ', 'large', ' ', 'and', ' ', 'relaxing', '.', ' ', 'bedroom', ' ', 'is', ' ', 'close', ' ', 'to', ' ', 'a', ' ', 'busy', ' ', 'street', ' ', 'so', ' ', 'you', ' ', 'will', ' ', 'hear', ' ', 'a', ' ', 'little', ' ', 'bit', ' ', 'of', ' ', 'traffic', ' ', 'but', ' ', 'else', ' ', 'everything', ' ', 'is', ' ', 'really', ' ', 'nice', ' ', 'with', ' ', 'this', ' ', 'place', '.']",2017
689704,13311005,104780975,2016-09-28,31933185,Solange,"Romina and Dany are just amazing, nice end very kind people. The arrival day unfortunately we had a problem with the car and we and up arriving at the house around midnight, very late. Romina understood the situation and welcome us without any problems. The house is beautiful, everywhere clean and tidy. They was happy to give us a lot of suggestions for place to go in the area. A really luxury 5 stars staying, even better than the photos. Nice area as well,highly recommended! Plus you can relax in the pool as well,which is like everything else beautiful!",positive,"['romina', ' ', 'and', ' ', 'dany', ' ', 'are', ' ', 'just', ' ', 'amazing', ',', ' ', 'nice', ' ', 'end', ' ', 'very', ' ', 'kind', ' ', 'people', '.', ' ', 'the', ' ', 'arrival', ' ', 'day', ' ', 'unfortunately', ' ', 'we', ' ', 'had', ' ', 'a', ' ', 'problem', ' ', 'with', ' ', 'the', ' ', 'car', ' ', 'and', ' ', 'we', ' ', 'and', ' ', 'up', ' ', 'arriving', ' ', 'at', ' ', 'the', ' ', 'house', ' ', 'around', ' ', 'midnight', ',', ' ', 'very', ' ', 'late', '.', ' ', 'romina', ' ', 'understood', ' ', 'the', ' ', 'situation', ' ', 'and', ' ', 'welcome', ' ', 'us', ' ', 'without', ' ', 'any', ' ', 'problems', '.', ' ', 'the', ' ', 'house', ' ', 'is', ' ', 'beautiful', ',', ' ', 'everywhere', ' ', 'clean', ' ', 'and', ' ', 'tidy', '.', ' ', 'they', ' ', 'was', ' ', 'happy', ' ', 'to', ' ', 'give', ' ', 'us', ' ', 'a', ' ', 'lot', ' ', 'of', ' ', 'suggestions', ' ', 'for', ' ', 'place', ' ', 'to', ' ', 'go', ' ', 'in', ' ', 'the', ' ', 'area', '.', ' ', 'a', ' ', 'really', ' ', 'luxury', ' ', '5', ' ', 'stars', ' ', 'staying', ',', ' ', 'even', ' ', 'better', ' ', 'than', ' ', 'the', ' ', 'photos', '.', ' ', 'nice', ' ', 'area', ' ', 'as', ' ', 'well', ',', 'highly', ' ', 'recommended', '!', ' ', 'plus', ' ', 'you', ' ', 'can', ' ', 'relax', ' ', 'in', ' ', 'the', ' ', 'pool', ' ', 'as', ' ', 'well', ',', 'which', ' ', 'is', ' ', 'like', ' ', 'everything', ' ', 'else', ' ', 'beautiful', '!']",2016
996919,19745030,342518954,2018-10-28,89758477,Joseline,Great space to stay in. Lots of places to eat around the area. Would recommend to others. And it’s an overall nice community.,positive,"['great', ' ', 'space', ' ', 'to', ' ', 'stay', ' ', 'in', '.', ' ', 'lots', ' ', 'of', ' ', 'places', ' ', 'to', ' ', 'eat', ' ', 'around', ' ', 'the', ' ', 'area', '.', ' ', 'would', ' ', 'recommend', ' ', 'to', ' ', 'others', '.', ' ', 'and', ' ', 'it', '’', 's', ' ', 'an', ' ', 'overall', ' ', 'nice', ' ', 'community', '.']",2018
1197211,26014683,294225712,2018-07-21,196994309,진솔,so so,negative,"['so', ' ', 'so']",2018
122835,1112589,81372406,2016-06-22,4098071,Liza,"Tony's bungalow was the perfect getaway for my daughter and me. Cute, clean, comfy and cozy. Nestled perfectly amongst the crazy and the now chic heart of Venice. They (and their 2 little dogs) were very helpful and welcoming to us and we loved having our own private back yard to while away the hours on those hot summer days. A creative little oasis in the middle of it all. Thanks. ",positive,"['tony', ""'"", 's', ' ', 'bungalow', ' ', 'was', ' ', 'the', ' ', 'perfect', ' ', 'getaway', ' ', 'for', ' ', 'my', ' ', 'daughter', ' ', 'and', ' ', 'me', '.', ' ', 'cute', ',', ' ', 'clean', ',', ' ', 'comfy', ' ', 'and', ' ', 'cozy', '.', ' ', 'nestled', ' ', 'perfectly', ' ', 'amongst', ' ', 'the', ' ', 'crazy', ' ', 'and', ' ', 'the', ' ', 'now', ' ', 'chic', ' ', 'heart', ' ', 'of', ' ', 'venice', '.', ' ', 'they', ' ', '(', 'and', ' ', 'their', ' ', '2', ' ', 'little', ' ', 'dogs', ')', ' ', 'were', ' ', 'very', ' ', 'helpful', ' ', 'and', ' ', 'welcoming', ' ', 'to', ' ', 'us', ' ', 'and', ' ', 'we', ' ', 'loved', ' ', 'having', ' ', 'our', ' ', 'own', ' ', 'private', ' ', 'back', ' ', 'yard', ' ', 'to', ' ', 'while', ' ', 'away', ' ', 'the', ' ', 'hours', ' ', 'on', ' ', 'those', ' ', 'hot', ' ', 'summer', ' ', 'days', '.', ' ', 'a', ' ', 'creative', ' ', 'little', ' ', 'oasis', ' ', 'in', ' ', 'the', ' ', 'middle', ' ', 'of', ' ', 'it', ' ', 'all', '.', ' ', 'thanks', '.', ' ']",2016
677511,13085857,176334565,2017-07-30,139355490,Josh,"William was a great host. Check in was easy and got our own parking spot in front of his house. When we got there, he gave us a tour of the bottom floor (which you have to yourself) and offered his kitchen for us to use. The bedroom was very cozy and clean, plus the bathroom which was also very clean was right next to the bedroom. Overall a great stay! Definitely recommend to stay with William. ",positive,"['william', ' ', 'was', ' ', 'a', ' ', 'great', ' ', 'host', '.', ' ', 'check', ' ', 'in', ' ', 'was', ' ', 'easy', ' ', 'and', ' ', 'got', ' ', 'our', ' ', 'own', ' ', 'parking', ' ', 'spot', ' ', 'in', ' ', 'front', ' ', 'of', ' ', 'his', ' ', 'house', '.', ' ', 'when', ' ', 'we', ' ', 'got', ' ', 'there', ',', ' ', 'he', ' ', 'gave', ' ', 'us', ' ', 'a', ' ', 'tour', ' ', 'of', ' ', 'the', ' ', 'bottom', ' ', 'floor', ' ', '(', 'which', ' ', 'you', ' ', 'have', ' ', 'to', ' ', 'yourself', ')', ' ', 'and', ' ', 'offered', ' ', 'his', ' ', 'kitchen', ' ', 'for', ' ', 'us', ' ', 'to', ' ', 'use', '.', ' ', 'the', ' ', 'bedroom', ' ', 'was', ' ', 'very', ' ', 'cozy', ' ', 'and', ' ', 'clean', ',', ' ', 'plus', ' ', 'the', ' ', 'bathroom', ' ', 'which', ' ', 'was', ' ', 'also', ' ', 'very', ' ', 'clean', ' ', 'was', ' ', 'right', ' ', 'next', ' ', 'to', ' ', 'the', ' ', 'bedroom', '.', ' ', 'overall', ' ', 'a', ' ', 'great', ' ', 'stay', '!', ' ', 'definitely', ' ', 'recommend', ' ', 'to', ' ', 'stay', ' ', 'with', ' ', 'william', '.', ' ']",2017
963136,18930483,309151561,2018-08-17,181813695,Kristjan,"Tony and Sigita were great hosts, helpful and friendly. The apartment superb with a lovely swimming pool and terrace. For a father and son from Iceland, the location was ideal for visiting places like Hollywood, the Griffith Observatory, the Space and Science Center and downtown Los Angeles. Would definitely stay with them again. - Kristjan and Siggi.",positive,"['tony', ' ', 'and', ' ', 'sigita', ' ', 'were', ' ', 'great', ' ', 'hosts', ',', ' ', 'helpful', ' ', 'and', ' ', 'friendly', '.', ' ', 'the', ' ', 'apartment', ' ', 'superb', ' ', 'with', ' ', 'a', ' ', 'lovely', ' ', 'swimming', ' ', 'pool', ' ', 'and', ' ', 'terrace', '.', ' ', 'for', ' ', 'a', ' ', 'father', ' ', 'and', ' ', 'son', ' ', 'from', ' ', 'iceland', ',', ' ', 'the', ' ', 'location', ' ', 'was', ' ', 'ideal', ' ', 'for', ' ', 'visiting', ' ', 'places', ' ', 'like', ' ', 'hollywood', ',', ' ', 'the', ' ', 'griffith', ' ', 'observatory', ',', ' ', 'the', ' ', 'space', ' ', 'and', ' ', 'science', ' ', 'center', ' ', 'and', ' ', 'downtown', ' ', 'los', ' ', 'angeles', '.', ' ', 'would', ' ', 'definitely', ' ', 'stay', ' ', 'with', ' ', 'them', ' ', 'again', '.', ' ', '-', ' ', 'kristjan', ' ', 'and', ' ', 'siggi', '.']",2018
738450,14184061,337592514,2018-10-16,26233812,David,Warm welcome and a comfortable stay!,positive,"['warm', ' ', 'welcome', ' ', 'and', ' ', 'a', ' ', 'comfortable', ' ', 'stay', '!']",2018
251256,3291844,250308735,2018-04-04,32312208,Donovan,"Roger is a super host and his home is amazing. A gorgeous California Craftsman straight out of a movie! It was the perfect base for past five days with our family. We enjoyed the hot tub, eating in the beautiful and peaceful backyard and going on runs up Hill Ave right behind the house. 

Roger was laid back and an excellent communicator. He met us when we arrived and gave great overview of house and area. We walked a few blocks to eat and shop at Sprout Market. 

Highly recommend.",positive,"['roger', ' ', 'is', ' ', 'a', ' ', 'super', ' ', 'host', ' ', 'and', ' ', 'his', ' ', 'home', ' ', 'is', ' ', 'amazing', '.', ' ', 'a', ' ', 'gorgeous', ' ', 'california', ' ', 'craftsman', ' ', 'straight', ' ', 'out', ' ', 'of', ' ', 'a', ' ', 'movie', '!', ' ', 'it', ' ', 'was', ' ', 'the', ' ', 'perfect', ' ', 'base', ' ', 'for', ' ', 'past', ' ', 'five', ' ', 'days', ' ', 'with', ' ', 'our', ' ', 'family', '.', ' ', 'we', ' ', 'enjoyed', ' ', 'the', ' ', 'hot', ' ', 'tub', ',', ' ', 'eating', ' ', 'in', ' ', 'the', ' ', 'beautiful', ' ', 'and', ' ', 'peaceful', ' ', 'backyard', ' ', 'and', ' ', 'going', ' ', 'on', ' ', 'runs', ' ', 'up', ' ', 'hill', ' ', 'ave', ' ', 'right', ' ', 'behind', ' ', 'the', ' ', 'house', '.', ' ', '\n', '\n', 'roger', ' ', 'was', ' ', 'laid', ' ', 'back', ' ', 'and', ' ', 'an', ' ', 'excellent', ' ', 'communicator', '.', ' ', 'he', ' ', 'met', ' ', 'us', ' ', 'when', ' ', 'we', ' ', 'arrived', ' ', 'and', ' ', 'gave', ' ', 'great', ' ', 'overview', ' ', 'of', ' ', 'house', ' ', 'and', ' ', 'area', '.', ' ', 'we', ' ', 'walked', ' ', 'a', ' ', 'few', ' ', 'blocks', ' ', 'to', ' ', 'eat', ' ', 'and', ' ', 'shop', ' ', 'at', ' ', 'sprout', ' ', 'market', '.', ' ', '\n', '\n', 'highly', ' ', 'recommend', '.']",2018
657331,12607198,165720739,2017-07-02,57025543,Fabian,"Very nice and spacious apartment in the heart of Venice. The communication was flawless and we enjoyed the sweet apartment with a nice kitchen, balcony, big living room, comfortable bed and nice little attic. Would definitely live there again. Thanks, Shaun!",positive,"['very', ' ', 'nice', ' ', 'and', ' ', 'spacious', ' ', 'apartment', ' ', 'in', ' ', 'the', ' ', 'heart', ' ', 'of', ' ', 'venice', '.', ' ', 'the', ' ', 'communication', ' ', 'was', ' ', 'flawless', ' ', 'and', ' ', 'we', ' ', 'enjoyed', ' ', 'the', ' ', 'sweet', ' ', 'apartment', ' ', 'with', ' ', 'a', ' ', 'nice', ' ', 'kitchen', ',', ' ', 'balcony', ',', ' ', 'big', ' ', 'living', ' ', 'room', ',', ' ', 'comfortable', ' ', 'bed', ' ', 'and', ' ', 'nice', ' ', 'little', ' ', 'attic', '.', ' ', 'would', ' ', 'definitely', ' ', 'live', ' ', 'there', ' ', 'again', '.', ' ', 'thanks', ',', ' ', 'shaun', '!']",2017
351457,5153023,114325419,2016-11-17,51954786,Yudah,Very well designed with great ambiance.,positive,"['very', ' ', 'well', ' ', 'designed', ' ', 'with', ' ', 'great', ' ', 'ambiance', '.']",2016
623109,11743564,162201579,2017-06-19,67402014,Jenna,"Helen was absolutely wonderful - so kind, accommodating, helpful, and makes great breakfast. Our room was sparkling clean and tidy, even had a blow dryer and straightener. The parking was our only complaint - we got in late the second night so we had to park across the street from the complex in a store parking lot that says no overnight parking. The house, host, location and amenities were great!",positive,"['helen', ' ', 'was', ' ', 'absolutely', ' ', 'wonderful', ' ', '-', ' ', 'so', ' ', 'kind', ',', ' ', 'accommodating', ',', ' ', 'helpful', ',', ' ', 'and', ' ', 'makes', ' ', 'great', ' ', 'breakfast', '.', ' ', 'our', ' ', 'room', ' ', 'was', ' ', 'sparkling', ' ', 'clean', ' ', 'and', ' ', 'tidy', ',', ' ', 'even', ' ', 'had', ' ', 'a', ' ', 'blow', ' ', 'dryer', ' ', 'and', ' ', 'straightener', '.', ' ', 'the', ' ', 'parking', ' ', 'was', ' ', 'our', ' ', 'only', ' ', 'complaint', ' ', '-', ' ', 'we', ' ', 'got', ' ', 'in', ' ', 'late', ' ', 'the', ' ', 'second', ' ', 'night', ' ', 'so', ' ', 'we', ' ', 'had', ' ', 'to', ' ', 'park', ' ', 'across', ' ', 'the', ' ', 'street', ' ', 'from', ' ', 'the', ' ', 'complex', ' ', 'in', ' ', 'a', ' ', 'store', ' ', 'parking', ' ', 'lot', ' ', 'that', ' ', 'says', ' ', 'no', ' ', 'overnight', ' ', 'parking', '.', ' ', 'the', ' ', 'house', ',', ' ', 'host', ',', ' ', 'location', ' ', 'and', ' ', 'amenities', ' ', 'were', ' ', 'great', '!']",2017
791828,15312627,258736434,2018-04-29,170238398,Alexa,Such a beautiful space. Neighborhood was beautiful and the hosts were so friendly and accommodating.,positive,"['such', ' ', 'a', ' ', 'beautiful', ' ', 'space', '.', ' ', 'neighborhood', ' ', 'was', ' ', 'beautiful', ' ', 'and', ' ', 'the', ' ', 'hosts', ' ', 'were', ' ', 'so', ' ', 'friendly', ' ', 'and', ' ', 'accommodating', '.']",2018
373663,5626756,208040431,2017-10-30,76578588,Jeanneth,"Accidentally missed the part where there was no A/C and totally my fault! but the weather was so beautiful that it wasn’t a problem at all! They also offered multiple fans which helped keep us fresh. Everything was absolutely beautiful, and Sheva and JT were great hosts. Would totally come back!",positive,"['accidentally', ' ', 'missed', ' ', 'the', ' ', 'part', ' ', 'where', ' ', 'there', ' ', 'was', ' ', 'no', ' ', 'a', '/', 'c', ' ', 'and', ' ', 'totally', ' ', 'my', ' ', 'fault', '!', ' ', 'but', ' ', 'the', ' ', 'weather', ' ', 'was', ' ', 'so', ' ', 'beautiful', ' ', 'that', ' ', 'it', ' ', 'wasn', '’', 't', ' ', 'a', ' ', 'problem', ' ', 'at', ' ', 'all', '!', ' ', 'they', ' ', 'also', ' ', 'offered', ' ', 'multiple', ' ', 'fans', ' ', 'which', ' ', 'helped', ' ', 'keep', ' ', 'us', ' ', 'fresh', '.', ' ', 'everything', ' ', 'was', ' ', 'absolutely', ' ', 'beautiful', ',', ' ', 'and', ' ', 'sheva', ' ', 'and', ' ', 'jt', ' ', 'were', ' ', 'great', ' ', 'hosts', '.', ' ', 'would', ' ', 'totally', ' ', 'come', ' ', 'back', '!']",2017
1121700,22600845,278790130,2018-06-18,32686033,Mark,Great place in a cool area.  Bianca was great host; I'd stay here again.,positive,"['great', ' ', 'place', ' ', 'in', ' ', 'a', ' ', 'cool', ' ', 'area', '.', ' ', ' ', 'bianca', ' ', 'was', ' ', 'great', ' ', 'host', ';', ' ', 'i', ""'"", 'd', ' ', 'stay', ' ', 'here', ' ', 'again', '.']",2018
282799,3906540,240442693,2018-03-04,30594477,Kb,"I really enjoyed my stay at Bart's. Great place, and Bart is a great and communicative host. I will book with him again next time I'm in town if his place is available.",positive,"['i', ' ', 'really', ' ', 'enjoyed', ' ', 'my', ' ', 'stay', ' ', 'at', ' ', 'bart', ""'"", 's', '.', ' ', 'great', ' ', 'place', ',', ' ', 'and', ' ', 'bart', ' ', 'is', ' ', 'a', ' ', 'great', ' ', 'and', ' ', 'communicative', ' ', 'host', '.', ' ', 'i', ' ', 'will', ' ', 'book', ' ', 'with', ' ', 'him', ' ', 'again', ' ', 'next', ' ', 'time', ' ', 'i', ""'"", 'm', ' ', 'in', ' ', 'town', ' ', 'if', ' ', 'his', ' ', 'place', ' ', 'is', ' ', 'available', '.']",2018
855993,16543714,219748572,2017-12-18,146297082,Mabroukka1975,"Pas de wifi. Bienqu il soit decrit qu il y a un wifi, il n y en a pas.sinon a part de la poussière partout, et des sols moyennement propre, l interieur correspond a la description. C est assez agreable: cour table chaises a l exterieur, le citronnier. C est agreable! Je recommande cet endroit. Le prix est acceptable.",negative,"['pas', ' ', 'de', ' ', 'wifi', '.', ' ', 'bienqu', ' ', 'il', ' ', 'soit', ' ', 'decrit', ' ', 'qu', ' ', 'il', ' ', 'y', ' ', 'a', ' ', 'un', ' ', 'wifi', ',', ' ', 'il', ' ', 'n', ' ', 'y', ' ', 'en', ' ', 'a', ' ', 'pas', '.', 'sinon', ' ', 'a', ' ', 'part', ' ', 'de', ' ', 'la', ' ', 'poussi', 'è', 're', ' ', 'partout', ',', ' ', 'et', ' ', 'des', ' ', 'sols', ' ', 'moyennement', ' ', 'propre', ',', ' ', 'l', ' ', 'interieur', ' ', 'correspond', ' ', 'a', ' ', 'la', ' ', 'description', '.', ' ', 'c', ' ', 'est', ' ', 'assez', ' ', 'agreable', ':', ' ', 'cour', ' ', 'table', ' ', 'chaises', ' ', 'a', ' ', 'l', ' ', 'exterieur', ',', ' ', 'le', ' ', 'citronnier', '.', ' ', 'c', ' ', 'est', ' ', 'agreable', '!', ' ', 'je', ' ', 'recommande', ' ', 'cet', ' ', 'endroit', '.', ' ', 'le', ' ', 'prix', ' ', 'est', ' ', 'acceptable', '.']",2017
1120237,22554850,254065078,2018-04-15,179385891,Natasha,"Great location, few mins walk to UCLA, restaurants, supermarkets 
Appt is very clean, comfortable and had all needed amenities",positive,"['great', ' ', 'location', ',', ' ', 'few', ' ', 'mins', ' ', 'walk', ' ', 'to', ' ', 'ucla', ',', ' ', 'restaurants', ',', ' ', 'supermarkets', ' ', '\n', 'appt', ' ', 'is', ' ', 'very', ' ', 'clean', ',', ' ', 'comfortable', ' ', 'and', ' ', 'had', ' ', 'all', ' ', 'needed', ' ', 'amenities']",2018
435180,6822277,70773504,2016-04-20,46995059,Makeeta,"Kedje answered all my questions promptly. He provided clear directions as to how to get to the address and access to the house. The room is exactly as pictured, clean and spacious. Definately hotel quality at a fraction of the cost. Kedje is a great host. I immediately felt comfortable with him and enjoyed our conversation. I would definately come back.",positive,"['kedje', ' ', 'answered', ' ', 'all', ' ', 'my', ' ', 'questions', ' ', 'promptly', '.', ' ', 'he', ' ', 'provided', ' ', 'clear', ' ', 'directions', ' ', 'as', ' ', 'to', ' ', 'how', ' ', 'to', ' ', 'get', ' ', 'to', ' ', 'the', ' ', 'address', ' ', 'and', ' ', 'access', ' ', 'to', ' ', 'the', ' ', 'house', '.', ' ', 'the', ' ', 'room', ' ', 'is', ' ', 'exactly', ' ', 'as', ' ', 'pictured', ',', ' ', 'clean', ' ', 'and', ' ', 'spacious', '.', ' ', 'definately', ' ', 'hotel', ' ', 'quality', ' ', 'at', ' ', 'a', ' ', 'fraction', ' ', 'of', ' ', 'the', ' ', 'cost', '.', ' ', 'kedje', ' ', 'is', ' ', 'a', ' ', 'great', ' ', 'host', '.', ' ', 'i', ' ', 'immediately', ' ', 'felt', ' ', 'comfortable', ' ', 'with', ' ', 'him', ' ', 'and', ' ', 'enjoyed', ' ', 'our', ' ', 'conversation', '.', ' ', 'i', ' ', 'would', ' ', 'definately', ' ', 'come', ' ', 'back', '.']",2016
