,Unnamed: 0,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,date
25097,25097,41878745,TempleCity newroom(A2) &bathroom&parking&kitchen,243585659,Bin,Other Cities,Temple City,34.09709,-118.04382,Private room,48.0,3,0,,,8,76.0,2015-05-24 00:00:00
4990,4990,10220455,Nice 1 bed 2 bath apt in long beach,49753724,Ian,Other Cities,Long Beach,33.78004,-118.15808,Entire home/apt,80.0,1,7,2016-09-26,0.12,1,0.0,2015-05-24 00:00:00
23224,23224,39819733,The Topanga Bungalows: Bungalow One,3892565,Matt,Unincorporated Areas,Topanga,34.08005,-118.59746,Entire home/apt,294.0,2,75,2020-10-11,6.37,3,57.0,2015-05-24 00:00:00
16767,16767,30195526,Paradise living great housemates 1 bed to a room,2596829,Brooklyn,City of Los Angeles,Reseda,34.20096,-118.56072,Private room,65.0,30,0,,,2,87.0,2015-05-24 00:00:00
3437,3437,6750683,Private Studio w/ Pool and Spa,30303945,DnA,City of Los Angeles,Mount Washington,34.11666,-118.22219,Entire home/apt,55.0,30,36,2020-04-30,0.6,2,151.0,2015-05-24 00:00:00
22604,22604,39172836,Spacious Top Floor Apt with Private Rooftop Deck,300534238,Spencer,Other Cities,Long Beach,33.77132,-118.18067,Entire home/apt,179.0,2,15,2020-09-07,1.3,1,168.0,2015-05-24 00:00:00
5987,5987,12623635,Cozy Venice Home w/ beautiful yard,68537666,Jolie,City of Los Angeles,Venice,33.98991,-118.45626,Entire home/apt,252.0,30,120,2019-12-11,2.26,1,70.0,2015-05-24 00:00:00
9688,9688,19297765,Close to beach cozy apartment.,77997304,Lourdes,Other Cities,Long Beach,33.76952,-118.15812,Entire home/apt,65.0,2,2,2017-07-30,0.05,1,0.0,2015-05-24 00:00:00
14496,14496,26402464,Heart of Downtown LA Loft with Rooftop Pool,23088592,Amar,City of Los Angeles,Downtown,34.04901,-118.25183,Entire home/apt,120.0,30,9,2019-07-05,0.33,1,0.0,2015-05-24 00:00:00
10631,10631,20677442,Stunning Lux House in Beverly Hills,147957704,Mike,Other Cities,Beverly Hills,34.06711,-118.38832,Entire home/apt,479.0,1,0,,,1,0.0,2015-05-24 00:00:00
26650,26650,43383837,"Big, 4 bedrooms with 7 beds, all yours.",1466173,Kelly,City of Los Angeles,Koreatown,34.05791,-118.29362,Entire home/apt,150.0,30,0,,,24,342.0,2015-05-24 00:00:00
12993,12993,23802346,Retro Styled Artistic Apartment with Terrace,178618128,Zerik,City of Los Angeles,Vermont Square,33.99928,-118.31546,Entire home/apt,150.0,30,83,2019-11-30,2.74,3,242.0,2015-05-24 00:00:00
11244,11244,21416012,LUXURY LIVING,45102203,Arsen,City of Los Angeles,Sherman Oaks,34.17028,-118.45956,Entire home/apt,430.0,360,0,,,1,358.0,2015-05-24 00:00:00
2803,2803,5374984,West Hollywood bedroom,27863818,Jennifer,Other Cities,West Hollywood,34.09178,-118.36422,Private room,75.0,3,0,,,1,0.0,2015-05-24 00:00:00
27141,27141,43792126,"Private Room w/parking, A/C, shared bath near LAX",342959520,Oleksandr,City of Los Angeles,Westchester,33.94474,-118.39554,Private room,45.0,1,20,2020-09-21,6.59,14,78.0,2015-05-24 00:00:00
7678,7678,15619816,Perfect Getaway for Hollywood and the Beach,10180831,Jay,Other Cities,El Segundo,33.91843,-118.41031,Entire home/apt,160.0,2,143,2020-09-25,2.99,3,335.0,2015-05-24 00:00:00
12693,12693,23416648,"Entire House ,Washer/Dryer, FireTV & Netflix",160366074,Lamine,City of Los Angeles,Winnetka,34.19488,-118.5657,Entire home/apt,300.0,30,21,2019-11-04,0.65,2,361.0,2015-05-24 00:00:00
3907,3907,7859270,EVERYTHING YOU WANT-YOU NEED-LOVE,41312583,Joerg,Other Cities,Hawthorne,33.92201,-118.3637,Private room,65.0,2,1,2016-08-15,0.02,1,365.0,2015-05-24 00:00:00
20618,20618,36441490,"Bright Beverly Grove 2BR near Cedar Sinai Hospital, by Blueground",107434423,Blueground,City of Los Angeles,Beverly Grove,34.07371,-118.38076,Entire home/apt,225.0,30,2,2020-06-30,0.13,194,209.0,2015-05-24 00:00:00
17313,17313,31053679,611-Top Flr DTLA Skyline Vu  Industrial Style Loft,229603019,Angie & Bruce,City of Los Angeles,Westlake,34.0558,-118.26547,Entire home/apt,75.0,30,42,2020-03-14,1.91,20,365.0,2015-05-24 00:00:00
4848,4848,9889443,"Poolside Studio, Walk to Beach",22696797,Sean,City of Los Angeles,Playa del Rey,33.95469,-118.4386,Entire home/apt,110.0,30,7,2016-05-03,0.12,1,0.0,2015-05-24 00:00:00
29990,29990,45591987,Brand New Modern Apartment | Spacious 1 BD,122567053,Larry,City of Los Angeles,Echo Park,34.06302,-118.25886,Entire home/apt,116.0,30,0,,,11,217.0,2015-05-24 00:00:00
10678,10678,20731698,Briarcrest Estate,198255538,Stuart,City of Los Angeles,Hollywood Hills West,34.11699,-118.39158,Entire home/apt,4800.0,3,0,,,7,129.0,2015-05-24 00:00:00
19433,19433,34601664,"Mar vista, room/venice beach",222121173,Ignacio,City of Los Angeles,Mar Vista,34.01688,-118.42354,Private room,40.0,30,1,2019-08-01,0.07,1,0.0,2015-05-24 00:00:00
922,922,1271057,Enchanted BEACH cottage near OCEAN,6444765,Nancy,Other Cities,Santa Monica,34.00455,-118.48466,Private room,288.0,4,32,2018-01-13,0.42,2,172.0,2015-05-24 00:00:00
8225,8225,16568812,HEART of LA ZEN DEN W/Breakfast,12433164,Ana & Edgar,City of Los Angeles,Carthay,34.06093,-118.37312,Private room,72.0,30,216,2020-08-09,4.7,6,365.0,2015-05-24 00:00:00
1953,1953,3653599,Charming,885144,Melissa,City of Los Angeles,Hollywood Hills,34.10597,-118.3394,Entire home/apt,180.0,30,5,2016-01-31,0.07,1,365.0,2015-05-24 00:00:00
16959,16959,30463048,Great for a group to explore LA. Close to Metro,205378036,Kattrea,City of Los Angeles,Koreatown,34.0591,-118.29179,Entire home/apt,400.0,30,1,2019-07-07,0.06,5,267.0,2015-05-24 00:00:00
5390,5390,11346662,Hidden Gem,48301416,Joe,Unincorporated Areas,East Los Angeles,34.01843,-118.14298,Entire home/apt,86.0,2,206,2020-10-11,3.78,3,148.0,2015-05-24 00:00:00
10702,10702,20766200,Beach Paradise,35648864,Brad,Other Cities,Redondo Beach,33.81578,-118.38998,Entire home/apt,175.0,2,1,2017-11-18,0.03,2,0.0,2015-05-24 00:00:00
3986,3986,8056611,great condo in amazing neighborhood,40173487,Joshua,Other Cities,Culver City,33.98303,-118.38609,Entire home/apt,150.0,3,0,,,1,0.0,2015-05-24 00:00:00
27946,27946,44462136,Wilshire Corridor- Huge 2 Bedroom 2 & 2 Bath- V304,147398503,Irina,City of Los Angeles,Westwood,34.06045,-118.43648,Entire home/apt,266.0,30,0,,,68,77.0,2015-05-24 00:00:00
22959,22959,39552669,"Hollywood Stars Inn, Double Bed Non-Smoking",303558221,Hollywood Stars Inn,City of Los Angeles,East Hollywood,34.09944,-118.30867,Private room,123.0,1,1,2020-02-15,0.13,3,364.0,2015-05-24 00:00:00
20177,20177,35769363,Luxury Digs on Adelaide Drive,16503189,Dale,City of Los Angeles,Pacific Palisades,34.03211,-118.51018,Entire home/apt,250.0,3,5,2019-10-10,0.33,1,284.0,2015-05-24 00:00:00
3956,3956,7990019,Private Room Beautiful Mansion *The Reading room*,25406808,LaDoris,City of Los Angeles,Westwood,34.07945,-118.43349,Private room,70.0,14,20,2020-03-24,0.32,5,365.0,2015-05-24 00:00:00
29066,29066,45257496,DTLA LUX LOFT -  SANITIZED+PRIVATE+SAFE,336681077,Eric & Jessica,City of Los Angeles,Downtown,34.04321,-118.2598,Entire home/apt,198.0,1,1,2020-09-25,1.0,10,248.0,2015-05-24 00:00:00
18773,18773,33488696,Bel Air Sanctuary,2382230,Timothy,City of Los Angeles,Bel-Air,34.08301,-118.47377,Entire home/apt,175.0,30,5,2020-02-29,0.35,1,90.0,2015-05-24 00:00:00
5580,5580,11746261,1 bedroom / hollywood-parking-pool,33164991,Matt,City of Los Angeles,Hollywood,34.09802,-118.33773,Entire home/apt,180.0,30,15,2017-03-26,0.28,3,365.0,2015-05-24 00:00:00
8298,8298,16709893,Spacious Unfurnished House in Prime Location,52722747,Sabrina,City of Los Angeles,Sawtelle,34.04175,-118.46232,Entire home/apt,85.0,60,0,,,1,90.0,2015-05-24 00:00:00
1629,1629,2881454,Ocean Park House,7606656,Frances And Alvaro,Other Cities,Santa Monica,34.01101,-118.48399,Entire home/apt,200.0,31,0,,,2,0.0,2015-05-24 00:00:00
12723,12723,23455102,Great rest place for the travelling person.,99522513,Travon,City of Los Angeles,Koreatown,34.065,-118.29645,Private room,60.0,30,1,2018-03-25,0.03,1,179.0,2015-05-24 00:00:00
25891,25891,42716836,Stunning Views- Stylish Downtown Santa Monica  - 315,147398503,Irina,Other Cities,Santa Monica,34.0152,-118.49251,Entire home/apt,125.0,31,2,2020-08-12,0.46,68,301.0,2015-05-24 00:00:00
19129,19129,34069032,The Heart of Venice Beach,45332200,Yeyen,City of Los Angeles,Venice,33.9863,-118.46975,Private room,132.0,30,2,2019-05-13,0.11,1,365.0,2015-05-24 00:00:00
26929,26929,43644100,Clean apt just for you | 3BR in Los Angeles,359066913,Kia,City of Los Angeles,Downtown,34.04539,-118.24903,Entire home/apt,180.0,30,0,,,229,360.0,2015-05-24 00:00:00
76,76,60935,SHARE - Private/Charming/Furnished Bungalow,294390,Rene,City of Los Angeles,Harvard Heights,34.04762,-118.30594,Private room,71.0,30,0,,,2,180.0,2015-05-24 00:00:00
404,404,564102,Private Spanish Bungalow -,1568466,Julie AND Lautner,City of Los Angeles,Venice,34.00435,-118.46625,Entire home/apt,101.0,30,199,2020-09-30,1.97,1,343.0,2015-05-24 00:00:00
19532,19532,34753833,Charming Designer Home in South Pasadena near DTLA,97310542,Cynthia,Other Cities,South Pasadena,34.11232,-118.14905,Entire home/apt,395.0,3,16,2020-07-28,1.09,1,140.0,2015-05-24 00:00:00
8958,8958,18025902,Paradise Cottage,9197998,Sunday,City of Los Angeles,Woodland Hills,34.14736,-118.59225,Entire home/apt,150.0,2,10,2020-10-13,0.31,1,251.0,2015-05-24 00:00:00
4634,4634,9452729,Newly remodeled 776sq ft 1 brm NOHO,48983021,Reesha,City of Los Angeles,North Hollywood,34.19729,-118.39734,Entire home/apt,114.0,30,0,,,1,0.0,2015-05-24 00:00:00
27654,27654,44236967,2b2bæ´›æ�‰çŸ¶å��äººåŒºç½—å…°å²—æ­¥è¡Œè‡³è¶…å¸‚æˆ¿æº�ç‹¬ç«‹è¿›å‡ºä¸¤æˆ¿ä¸¤æµ´ä¸€å�…ä¸€å�¨private entrance,19519854,Lin,Unincorporated Areas,Rowland Heights,33.98287,-117.9114,Entire home/apt,99.0,30,0,,,8,89.0,2015-05-24 00:00:00
13922,13922,25351406,Peaceful westside oasis in great location.,3152703,Shelli,Other Cities,Culver City,33.98456,-118.39561,Entire home/apt,275.0,30,0,,,2,364.0,2015-05-24 00:00:00
8882,8882,17925997,"Cozy Private Room, Best of Santa Monica!",25328367,Lingsen,Other Cities,Santa Monica,34.03613,-118.46986,Private room,65.0,60,13,2020-08-30,0.3,3,173.0,2015-05-24 00:00:00
20796,20796,36724618,Charming & Cozy Apt near Beverly Hills & Hollywood,23897376,Aita,City of Los Angeles,Mid-City,34.04346,-118.38332,Entire home/apt,150.0,30,13,2019-11-12,0.84,3,179.0,2015-05-24 00:00:00
65,65,50005,Guest House - Nightly or Weekly,49391,Michelle,City of Los Angeles,Hollywood,34.09596,-118.34985,Entire home/apt,110.0,5,114,2020-09-12,0.93,1,44.0,2015-05-24 00:00:00
14872,14872,27203344,Resort Style Luxury Apartments in DTLA,160353329,Hsu,City of Los Angeles,Westlake,34.05171,-118.26754,Entire home/apt,135.0,30,55,2019-11-22,2.13,4,0.0,2015-05-24 00:00:00
27916,27916,44446149,Downtown Double Queen studio w/ kitchenette #306,357534938,Jose,Other Cities,Long Beach,33.76887,-118.18716,Entire home/apt,102.0,1,2,2020-10-04,2.0,18,179.0,2015-05-24 00:00:00
327,327,422298,â˜…Big bedroomâ˜… in custom hills home,76408,Wendy,City of Los Angeles,Silver Lake,34.10315,-118.26081,Private room,68.0,30,7,2019-03-24,0.07,5,364.0,2015-05-24 00:00:00
11057,11057,21190830,"Sunny,  Renovated Home. Big, Private, Gated Backyard.",38273172,James,City of Los Angeles,North Hollywood,34.1594,-118.3624,Entire home/apt,180.0,30,29,2019-09-29,1.04,1,38.0,2015-05-24 00:00:00
20052,20052,35599595,"Palihouse West Hollywood, Classic Guest Suite",266785164,Palihouse West Hollywood,Other Cities,West Hollywood,34.09041,-118.37596,Private room,325.0,1,1,2020-01-01,0.11,2,0.0,2015-05-24 00:00:00
1183,1183,1811850,Spacious Los Angeles Studio - Amazing Sunset View,9492584,Scott,City of Los Angeles,Koreatown,34.06969,-118.29221,Entire home/apt,75.0,30,48,2019-10-25,0.95,1,0.0,2015-05-24 00:00:00
26848,26848,43577936,Tantalizing Exotic 1BR Unit by the Pool,213524883,Amir And Ardie,Other Cities,Inglewood,33.97116,-118.35513,Entire home/apt,161.0,2,18,2020-10-12,5.05,8,257.0,2015-05-24 00:00:00
10471,10471,20461119,Lovely spacious and convenient Venice apartment,83692762,Asha,City of Los Angeles,Venice,33.99394,-118.46664,Entire home/apt,158.0,30,1,2017-09-03,0.03,1,0.0,2015-05-24 00:00:00
15583,15583,28308984,Rexford Luxury Condominium,42525943,Cliff,Other Cities,Beverly Hills,34.06509,-118.39315,Entire home/apt,571.0,7,0,,,1,179.0,2015-05-24 00:00:00
30308,30308,45701900,CENTER OF LA & DTLA + FREE PARKING / WiFi / Neflix,370334083,Hyun,City of Los Angeles,Koreatown,34.06565,-118.29268,Entire home/apt,90.0,3,1,2020-10-09,1.0,1,0.0,2015-05-24 00:00:00
4697,4697,9558846,Great 1 Bed & Bath Available in West Hollywood,30117298,Francisco,Other Cities,West Hollywood,34.08022,-118.37047,Private room,50.0,29,1,2016-01-13,0.02,1,0.0,2015-05-24 00:00:00
19875,19875,35325250,Healing Sanctuary studio apartment,47136573,Celeste,City of Los Angeles,Koreatown,34.06739,-118.31094,Entire home/apt,75.0,30,8,2019-10-13,0.48,1,0.0,2015-05-24 00:00:00
27988,27988,44493763,Amazing room in K-town / Downtown  Los Angeles,359095926,Igor,City of Los Angeles,Westlake,34.07058,-118.27435,Shared room,20.0,30,0,,,11,169.0,2015-05-24 00:00:00
23416,23416,40033101,Topanga Oak View (Full size Futon),145563139,Gertrud,Unincorporated Areas,Topanga,34.11291,-118.58567,Private room,78.0,2,15,2020-09-06,1.57,3,89.0,2015-05-24 00:00:00
560,560,756777,Private Room by LAX,3659692,Chanoma House,Other Cities,El Segundo,33.9192,-118.39797,Private room,49.0,1,502,2020-09-05,5.23,6,357.0,2015-05-24 00:00:00
17938,17938,32168138,Modern Cottage in Prime Rose Avenue & Venice Beach,127269297,Yoko Emma,City of Los Angeles,Venice,33.99769,-118.47346,Entire home/apt,130.0,30,40,2020-03-14,1.97,4,68.0,2015-05-24 00:00:00
5507,5507,11621919,(((Lower-Price))) Moroccan Garden View w/Queen Bed,33470824,Armando,Other Cities,Pico Rivera,33.96306,-118.1063,Entire home/apt,78.0,4,159,2020-06-30,2.83,1,16.0,2015-05-24 00:00:00
6985,6985,14251966,Beach Living House Retreat,52465307,Dol,City of Los Angeles,Venice,33.99779,-118.47644,Private room,71.0,30,161,2019-12-22,3.16,1,68.0,2015-05-24 00:00:00
5218,5218,10902195,Private room in bright apartment by the beach,11428758,Steven And Camila,City of Los Angeles,Pacific Palisades,34.03696,-118.51274,Private room,68.0,30,5,2017-03-17,0.11,1,0.0,2015-05-24 00:00:00
24690,24690,41404878,Shared Girls Room in Creative House!,174642927,Sarah,City of Los Angeles,East Hollywood,34.0838,-118.30771,Shared room,24.0,30,0,,,70,365.0,2015-05-24 00:00:00
28408,28408,45027011,Sunny and Tranquil Hancock Park Apt.,10568458,Nikole,City of Los Angeles,Hancock Park,34.0713,-118.34236,Private room,120.0,30,0,,,1,90.0,2015-05-24 00:00:00
1855,1855,3426046,Private Studio,10000650,Michael,Other Cities,Santa Monica,34.04065,-118.48329,Private room,100.0,2,252,2020-03-16,3.54,1,365.0,2015-05-24 00:00:00
20715,20715,36595839,New Modern Penthouse in The Heart Of Brentwood by MySuite 8D,154113511,MySuite,City of Los Angeles,Brentwood,34.05258,-118.46297,Entire home/apt,80.0,31,3,2020-02-10,0.2,55,116.0,2015-05-24 00:00:00
18965,18965,33833994,Santa Monica Light Filled House with Parking,255455031,Mera,Other Cities,Santa Monica,34.01132,-118.4642,Private room,100.0,1,3,2019-05-19,0.17,1,111.0,2015-05-24 00:00:00
4149,4149,7459002,Charming Bungalow in Echo Park,39065543,Emma,City of Los Angeles,Westlake,34.06444,-118.2626,Entire home/apt,150.0,1,0,,,1,0.0,2015-05-24 00:00:00
19560,19560,30956418,Cozy Studio w/ Private Entrance & Patio,231164955,Gary,City of Los Angeles,Reseda,34.21123,-118.55242,Private room,75.0,2,78,2020-08-01,3.91,1,131.0,2015-05-24 00:00:00
29575,29575,42514999,EXCELLENT BEVERLY HILLS LIVING W/PARKING BY RODEO,4510013,Clean,City of Los Angeles,Beverly Grove,34.0738,-118.38956,Entire home/apt,138.0,1,5,2020-07-20,1.13,27,157.0,2015-05-24 00:00:00
22400,22400,34941802,COZY-COMFY-HEART HOLLYWOOD 1PRIV ROOM & BATH- LA,133465000,June,City of Los Angeles,Hollywood,34.09288,-118.33458,Private room,39.0,1,3,2020-01-09,0.2,2,345.0,2015-05-24 00:00:00
17474,17474,28057289,Cute private guest suite in Atwater Village,211953074,Sara,City of Los Angeles,Atwater Village,34.11335,-118.24855,Entire home/apt,75.0,30,83,2020-01-04,3.47,1,21.0,2015-05-24 00:00:00
14087,14087,23040837,Tranquil One Bedroom Guest Home with Private Entry,170985204,Michael,City of Los Angeles,Valley Village,34.17021,-118.41314,Entire home/apt,112.0,2,127,2020-08-01,4.09,4,340.0,2015-05-24 00:00:00
24545,24545,37741740,"ã€�Twin-femaleã€‘Beautiful house, safe neighborhood",271366811,Yosuke,City of Los Angeles,Koreatown,34.07599,-118.30851,Shared room,46.0,3,0,,,12,77.0,2015-05-24 00:00:00
20305,20305,32095393,"Peace, Love and Light. Stay Awhile. Room 1",240741294,Kaharra,Other Cities,Santa Clarita,34.42201,-118.45185,Private room,59.0,2,9,2019-11-30,0.5,2,170.0,2015-05-24 00:00:00
32068,32068,44244497,NEW! Exceptional LA Area Hideaway w/Backyard Oasis,126644161,Evolve Vacation Rental,Other Cities,Pasadena,34.17579,-118.06742,Entire home/apt,335.0,2,0,,,20,356.0,2015-05-24 00:00:00
26002,26002,39275100,Riviera Beach House:  Under a Mile to Sand/Cafes!,9126432,Lin,Other Cities,Torrance,33.8055,-118.3784,Entire home/apt,250.0,28,0,,,2,363.0,2015-05-24 00:00:00
4385,4385,7918422,Country Getaway in LA Close to Beach and Hiking,4077770,Nick,City of Los Angeles,Woodland Hills,34.17832,-118.5841,Private room,189.0,1,396,2020-03-11,6.49,3,238.0,2015-05-24 00:00:00
5200,5200,9526899,Highland Park 2 bed Bungalow,2505310,Andrew,City of Los Angeles,Highland Park,34.12058,-118.2011,Entire home/apt,150.0,1,0,,,1,0.0,2015-05-24 00:00:00
6491,6491,12365899,Private Room near DT Culver City,9534249,Ben,City of Los Angeles,Palms,34.02347,-118.40626,Private room,60.0,30,1,2016-06-04,0.02,1,1.0,2015-05-24 00:00:00
15058,15058,24305332,Zen Sunny 1 Bedroom in Little Tokyo/Arts District,55966987,Arama,City of Los Angeles,Downtown,34.05033,-118.2416,Entire home/apt,135.0,2,12,2019-01-01,0.42,1,0.0,2015-05-24 00:00:00
32992,32992,44950284,magical bungalow on walk streets / 30 day min,23834177,Alexander,City of Los Angeles,Venice,33.99275,-118.45955,Entire home/apt,220.0,30,0,,,2,138.0,2015-05-24 00:00:00
6350,6350,12093734,Private Bedroom in Hollywood,64831217,Peter,City of Los Angeles,Hancock Park,34.08105,-118.34206,Private room,61.0,30,399,2019-12-22,7.48,1,181.0,2015-05-24 00:00:00
31140,31140,43668223,Luxury resort like in heart of West Hollywood,72777371,Ryan,City of Los Angeles,Hollywood,34.08892,-118.34338,Entire home/apt,134.0,1,3,2020-07-12,1.36,15,74.0,2015-05-24 00:00:00
19370,19370,30687642,æ´›æ�‰çŸ¶å¥½åŒºæ–°æˆ¿å‡ºç§Ÿ,178361650,Lily,Unincorporated Areas,Rowland Heights,33.98333,-117.87948,Private room,200.0,2,30,2020-05-25,1.5,1,343.0,2015-05-24 00:00:00
18616,18616,29703182,Tropical boho style private room with pool&view,223520461,Rubi,Unincorporated Areas,Hacienda Heights,33.99321,-117.9906,Private room,35.0,1,6,2020-02-09,0.38,2,0.0,2015-05-24 00:00:00
6657,6657,12714737,Kanmore Guest House,34676158,Sam,Other Cities,Torrance,33.86384,-118.34828,Shared room,35.0,1,27,2020-05-29,0.52,5,365.0,2015-05-24 00:00:00
2559,2559,4251471,Stylish Melrose Pad,22061876,Justin,City of Los Angeles,Fairfax,34.08134,-118.35617,Entire home/apt,120.0,30,60,2019-10-23,0.89,1,363.0,2015-05-24 00:00:00
2589,2589,4296506,Spacious Private Studio Bed & Bath,22304742,Mari-Anne,City of Los Angeles,Vermont Square,34.00041,-118.3159,Private room,49.0,32,33,2020-04-10,0.56,2,170.0,2015-05-24 00:00:00
23250,23250,36075175,Safari Tent at Whites Landing Pimu Eco Village,265213452,Annie,Unincorporated Areas,Unincorporated Catalina Island,33.38983,-118.3725,Entire home/apt,52.0,1,4,2020-08-08,2.45,15,177.0,2015-05-24 00:00:00
9282,9282,16741150,Semi PrivateTV Wifi Shared Bath No kitchen LAX,13245574,Lisa,Other Cities,Hawthorne,33.9269,-118.36275,Private room,25.0,7,22,2020-01-01,0.5,7,0.0,2015-05-24 00:00:00
21816,21816,34183922,Modern Home with Stunning views of Los Angeles,44438891,Guido,City of Los Angeles,Hollywood Hills,34.11455,-118.31497,Entire home/apt,299.0,2,49,2020-08-15,3.08,1,36.0,2015-05-24 00:00:00
24458,24458,37628679,Designer Home with Vintage Charm,151394248,Evolve Vacation Rental,Other Cities,Glendale,34.16697,-118.27241,Entire home/apt,174.0,2,1,2019-08-14,0.08,1,1.0,2015-05-24 00:00:00
30053,30053,42893886,Guesthouse on 1.5 Acres,9797339,Ryan And Ali,Other Cities,Agoura Hills,34.15063,-118.7396,Entire home/apt,200.0,2,1,2020-05-30,0.36,1,0.0,2015-05-24 00:00:00
27344,27344,40473555,View Heights Terrace,313814681,Kiana,Other Cities,Inglewood,33.9801,-118.34488,Entire home/apt,179.0,2,44,2020-08-09,4.98,2,53.0,2015-05-24 00:00:00
24575,24575,37774838,GREAT COZY 2 BED 2 BATH APT IN WEHO,61106884,Inci,City of Los Angeles,Mid-Wilshire,34.06727,-118.3516,Entire home/apt,105.0,30,0,,,1,0.0,2015-05-24 00:00:00
27281,27281,40407445,LA WILSHIRE 2BD/2BA HOLLYWOOD / DTLA VIEW + 3 BEDS,16472083,Lia,Other Cities,Glendale,34.12709,-118.2575,Entire home/apt,199.0,2,20,2020-08-06,2.48,11,62.0,2015-05-24 00:00:00
21103,21103,33199883,Bed 2-D:ECHO PARK ARTS HOUSE HOSTEL IN HEART OF LA,91744093,Avner,City of Los Angeles,Echo Park,34.06593,-118.24765,Shared room,24.0,30,15,2019-10-27,0.88,20,360.0,2015-05-24 00:00:00
